policy_id,customer_id,policy_number,product_type,start_date,end_date,premium_amount,status
11361,3805,POL-00011361,Home,2025-12-02,2028-12-31,95.5,Active
11362,9596,POL-00011362,Life,2024-10-28,2026-10-16,195.21,Lapsed
11363,9427,POL-00011363,Life,2024-07-20,2025-08-28,144.06,Lapsed
11364,6589,POL-00011364,Auto,2024-06-12,,424.92,Active
11365,3516,POL-00011365,Home,2025-08-12,2026-11-30,432.28,Active
11366,929,POL-00011366,Auto,2024-05-19,2026-12-08,131.22,Active
11367,7192,POL-00011367,Life,2023-03-27,2025-10-11,368.86,Cancelled
11368,4488,POL-00011368,Life,2025-07-22,2027-03-29,499.46,Lapsed
11369,3798,POL-00011369,Home,2023-09-24,,232.91,Cancelled
11370,4297,POL-00011370,Health,2024-06-03,2027-12-08,288.81,Lapsed
11371,9232,POL-00011371,Auto,2024-04-27,2027-04-20,201.09,Cancelled
11372,1524,POL-00011372,Health,2024-03-09,,300.97,Lapsed
11373,2526,POL-00011373,Auto,2024-06-06,2027-11-12,73.84,Active
11374,7868,POL-00011374,Auto,2025-07-08,2029-03-24,460.03,Active
11375,2844,POL-00011375,Home,2025-11-23,2030-10-08,409.62,Lapsed
11376,3284,POL-00011376,Auto,2023-12-31,2028-12-15,412.63,Active
11377,6299,POL-00011377,Life,2024-09-21,2026-04-10,296.26,Active
11378,5463,POL-00011378,Life,2025-10-21,2026-12-17,283.56,Cancelled
11379,3683,POL-00011379,Auto,2023-10-17,2028-03-08,172.94,Active
11380,312,POL-00011380,Health,2025-08-25,2028-11-16,361.95,Cancelled
11381,9687,POL-00011381,Auto,2024-03-21,2028-09-01,258.37,Cancelled
11382,9693,POL-00011382,Health,2023-04-26,2027-07-18,362.94,Active
11383,1650,POL-00011383,Auto,2023-03-26,2027-01-12,59.92,Cancelled
11384,8576,POL-00011384,Health,2024-03-19,2025-08-22,200.07,Lapsed
11385,9578,POL-00011385,Auto,2025-10-31,2029-07-22,80.3,Lapsed
11386,7104,POL-00011386,Health,2024-05-09,,308.88,Lapsed
11387,7052,POL-00011387,Health,2024-03-03,2028-03-26,290.73,Active
11388,6971,POL-00011388,Home,2024-07-10,,484.4,Lapsed
11389,2392,POL-00011389,Life,2025-11-28,2028-08-01,413.74,Active
11390,5525,POL-00011390,Life,2023-12-02,2025-05-20,349.92,Active
11391,6537,POL-00011391,Life,2025-02-13,,294.45,Cancelled
11392,1494,POL-00011392,Auto,2024-10-20,2028-07-19,492.88,Cancelled
11393,8027,POL-00011393,Home,2024-06-12,2025-10-03,301.77,Lapsed
11394,1913,POL-00011394,Life,2024-05-25,2027-08-29,438.97,Lapsed
11395,6136,POL-00011395,Health,2023-05-02,2028-03-26,478.45,Cancelled
11396,5185,POL-00011396,Life,2025-11-18,,136.41,Active
11397,4706,POL-00011397,Home,2023-12-13,2028-02-02,138.37,Cancelled
11398,6269,POL-00011398,Life,2023-05-15,2025-08-07,415.93,Cancelled
11399,5787,POL-00011399,Health,2024-11-14,,97.85,Cancelled
11400,4789,POL-00011400,Life,2024-06-30,,115.63,Cancelled
11401,4439,POL-00011401,Auto,2023-11-18,,283.63,Lapsed
11402,8783,POL-00011402,Home,2025-12-14,,291.76,Lapsed
11403,7626,POL-00011403,Health,2025-03-01,2026-06-14,173.73,Cancelled
11404,6491,POL-00011404,Home,2023-06-13,2026-10-25,114.9,Cancelled
11405,2630,POL-00011405,Home,2025-07-01,2029-09-05,402.74,Cancelled
11406,5849,POL-00011406,Home,2025-11-25,2027-11-04,103.45,Active
11407,9264,POL-00011407,Life,2025-07-29,,372.08,Active
11408,7200,POL-00011408,Home,2023-11-01,2025-01-21,244.62,Lapsed
11409,6040,POL-00011409,Life,2025-01-04,2029-08-22,56.71,Cancelled
11410,8156,POL-00011410,Home,2024-05-11,2026-09-15,255.57,Cancelled
11411,3961,POL-00011411,Health,2024-10-17,2027-11-22,492.23,Cancelled
11412,996,POL-00011412,Home,2025-03-02,,230.3,Active
11413,9236,POL-00011413,Life,2025-04-24,2028-10-15,465.42,Active
11414,4560,POL-00011414,Health,2026-01-13,2030-04-22,184.35,Lapsed
11415,1382,POL-00011415,Auto,2024-12-15,2027-02-22,253.39,Cancelled
11416,8570,POL-00011416,Auto,2025-06-22,,389.81,Lapsed
11417,2395,POL-00011417,Auto,2024-10-22,,378.16,Cancelled
11418,9121,POL-00011418,Home,2023-04-02,2027-06-29,249.21,Lapsed
11419,45,POL-00011419,Health,2025-03-27,2026-08-15,192.2,Active
11420,4918,POL-00011420,Home,2025-02-04,2027-09-07,161.92,Active
11421,2070,POL-00011421,Home,2024-02-24,2025-09-04,59.74,Active
11422,6619,POL-00011422,Health,2023-12-29,2026-06-21,417.58,Active
11423,9645,POL-00011423,Home,2024-02-13,2027-01-10,420.33,Cancelled
11424,4318,POL-00011424,Home,2025-03-21,2029-07-09,281.72,Active
11425,8423,POL-00011425,Auto,2024-03-08,2025-07-10,156.73,Lapsed
11426,3082,POL-00011426,Auto,2025-08-30,2027-04-01,185.8,Cancelled
11427,9024,POL-00011427,Home,2023-08-04,2026-06-10,386.03,Lapsed
11428,5657,POL-00011428,Auto,2025-07-19,2029-08-17,109.41,Lapsed
11429,5868,POL-00011429,Health,2023-11-13,2027-12-22,93.57,Lapsed
11430,4590,POL-00011430,Life,2024-05-25,2027-11-10,166.22,Active
11431,2798,POL-00011431,Home,2024-09-19,,291.76,Lapsed
11432,2705,POL-00011432,Life,2024-11-21,,233.4,Lapsed
11433,1534,POL-00011433,Health,2025-04-20,2028-06-20,212.82,Cancelled
11434,8927,POL-00011434,Life,2024-10-21,2028-02-02,245.96,Active
11435,2460,POL-00011435,Life,2023-07-02,2024-12-18,81.58,Cancelled
11436,620,POL-00011436,Auto,2024-01-30,,336.57,Cancelled
11437,1880,POL-00011437,Auto,2025-12-13,,234.25,Lapsed
11438,6509,POL-00011438,Home,2023-03-31,2024-05-16,313.01,Lapsed
11439,2671,POL-00011439,Health,2025-05-01,2026-11-06,219.49,Lapsed
11440,7684,POL-00011440,Home,2023-09-10,2025-07-26,71.22,Active
11441,1138,POL-00011441,Life,2025-10-28,,65.65,Cancelled
11442,2143,POL-00011442,Life,2025-12-23,2027-12-30,313.3,Cancelled
11443,4868,POL-00011443,Auto,2023-06-14,2026-11-22,436.33,Cancelled
11444,6400,POL-00011444,Life,2025-05-16,,307.95,Lapsed
11445,2022,POL-00011445,Health,2025-02-05,,174.69,Lapsed
11446,2253,POL-00011446,Health,2025-12-01,2027-04-19,286.16,Cancelled
11447,9330,POL-00011447,Health,2024-08-11,,461.5,Lapsed
11448,4379,POL-00011448,Health,2025-10-19,,144.85,Lapsed
11449,4719,POL-00011449,Life,2025-12-21,2030-03-16,331.08,Cancelled
11450,7150,POL-00011450,Health,2024-09-26,,364.25,Cancelled
11451,1213,POL-00011451,Life,2024-01-06,,91.18,Lapsed
11452,406,POL-00011452,Health,2023-12-19,2025-05-25,438.55,Lapsed
11453,6233,POL-00011453,Life,2025-03-10,2029-07-06,54.5,Active
11454,3141,POL-00011454,Home,2025-02-11,2027-10-01,127.83,Active
11455,3608,POL-00011455,Life,2024-05-28,,270.26,Lapsed
11456,4872,POL-00011456,Home,2024-08-11,,107.52,Cancelled
11457,7293,POL-00011457,Auto,2025-09-19,2028-05-06,72.3,Active
11458,4591,POL-00011458,Life,2025-12-24,2028-06-15,102.74,Active
11459,4602,POL-00011459,Life,2023-08-13,2026-11-26,462.43,Active
11460,9889,POL-00011460,Health,2023-07-01,,275.27,Active
11461,2285,POL-00011461,Auto,2024-09-23,2027-01-29,209.24,Lapsed
11462,5845,POL-00011462,Health,2026-02-15,2030-06-22,260.41,Lapsed
11463,7547,POL-00011463,Life,2025-09-10,2028-10-24,346.96,Lapsed
11464,6179,POL-00011464,Health,2024-11-24,2027-05-01,483.9,Cancelled
11465,1521,POL-00011465,Home,2023-04-27,2027-03-07,96.44,Cancelled
11466,4561,POL-00011466,Auto,2024-12-14,2027-08-23,400.44,Active
11467,1813,POL-00011467,Health,2025-05-04,2027-10-09,384.31,Active
11468,2225,POL-00011468,Life,2023-07-20,2026-02-26,361.03,Active
11469,1966,POL-00011469,Life,2024-05-22,2025-06-18,57.34,Cancelled
11470,8417,POL-00011470,Home,2024-05-30,2028-11-21,69.31,Active
11471,5479,POL-00011471,Auto,2025-08-22,2029-10-13,136.36,Lapsed
11472,1238,POL-00011472,Life,2025-10-08,2027-02-02,195.21,Cancelled
11473,1403,POL-00011473,Home,2025-04-19,2028-04-11,142.03,Lapsed
11474,9448,POL-00011474,Auto,2026-03-12,,256.47,Cancelled
11475,3550,POL-00011475,Life,2023-05-04,,294.32,Lapsed
11476,5865,POL-00011476,Auto,2024-07-27,2028-11-17,199.36,Cancelled
11477,3468,POL-00011477,Life,2025-08-01,2028-09-01,100.52,Lapsed
11478,4510,POL-00011478,Auto,2023-07-02,,364.31,Lapsed
11479,2872,POL-00011479,Home,2025-03-10,2026-06-07,349.37,Cancelled
11480,5450,POL-00011480,Life,2023-12-29,,136.04,Active
11481,2375,POL-00011481,Auto,2024-11-24,2029-02-10,210.55,Cancelled
11482,6036,POL-00011482,Home,2025-10-08,2027-02-28,323.41,Lapsed
11483,1823,POL-00011483,Health,2024-04-19,2027-02-08,459.17,Active
11484,6211,POL-00011484,Auto,2025-08-06,,88.82,Cancelled
11485,7707,POL-00011485,Auto,2023-07-06,2027-08-01,69.9,Active
11486,2477,POL-00011486,Life,2025-04-24,2027-06-07,228.61,Lapsed
11487,4383,POL-00011487,Auto,2024-02-06,2025-12-21,420.45,Cancelled
11488,6856,POL-00011488,Life,2023-11-17,,425.46,Cancelled
11489,1977,POL-00011489,Auto,2023-11-29,,476.71,Lapsed
11490,6692,POL-00011490,Health,2023-06-09,2026-07-24,101.98,Lapsed
11491,3843,POL-00011491,Health,2023-04-16,,104.95,Active
11492,8931,POL-00011492,Life,2023-04-06,2025-05-28,213.14,Cancelled
11493,9569,POL-00011493,Health,2024-10-22,2027-01-23,89.6,Cancelled
11494,1758,POL-00011494,Home,2025-12-21,,411.49,Active
11495,3026,POL-00011495,Life,2023-12-26,,368.79,Lapsed
11496,6219,POL-00011496,Health,2025-07-21,,322.09,Active
11497,6180,POL-00011497,Home,2025-04-21,,152.15,Lapsed
11498,4225,POL-00011498,Auto,2025-08-01,2026-08-05,84.6,Lapsed
11499,6867,POL-00011499,Auto,2026-03-03,2027-03-22,204.44,Cancelled
11500,4510,POL-00011500,Life,2023-11-20,2027-06-02,217.52,Cancelled
11501,3279,POL-00011501,Health,2023-04-14,2024-06-09,265.79,Cancelled
11502,1787,POL-00011502,Home,2024-12-17,2027-01-07,216.26,Active
11503,4007,POL-00011503,Health,2025-10-18,2028-05-03,78.35,Lapsed
11504,5737,POL-00011504,Auto,2025-11-15,2030-08-25,51.45,Cancelled
11505,5732,POL-00011505,Health,2025-07-17,2027-05-03,201.25,Lapsed
11506,4275,POL-00011506,Home,2026-02-28,2030-04-16,385.72,Lapsed
11507,1446,POL-00011507,Home,2024-04-25,,499.31,Lapsed
11508,8540,POL-00011508,Health,2025-04-04,2028-02-25,52.04,Active
11509,687,POL-00011509,Auto,2024-07-04,2026-03-21,304.53,Cancelled
11510,8665,POL-00011510,Life,2024-11-17,2027-04-09,224.04,Lapsed
11511,7242,POL-00011511,Home,2025-03-18,,465.14,Cancelled
11512,6626,POL-00011512,Home,2023-11-02,2027-01-22,161.17,Cancelled
11513,9460,POL-00011513,Health,2023-03-26,2026-12-22,60.4,Cancelled
11514,1302,POL-00011514,Home,2024-12-12,,138.59,Cancelled
11515,5876,POL-00011515,Home,2024-04-02,2026-07-11,306.52,Active
11516,7290,POL-00011516,Home,2023-10-19,2025-08-19,459.86,Cancelled
11517,8376,POL-00011517,Auto,2025-02-12,2028-06-14,215.58,Cancelled
11518,6258,POL-00011518,Auto,2025-02-05,2027-01-30,299.87,Lapsed
11519,4614,POL-00011519,Life,2024-08-11,2025-09-18,223.07,Cancelled
11520,1289,POL-00011520,Home,2024-05-17,2028-03-05,285.13,Active
11521,9649,POL-00011521,Home,2024-01-20,2026-08-23,468.34,Active
11522,5327,POL-00011522,Auto,2025-01-30,2028-12-23,190.52,Cancelled
11523,4060,POL-00011523,Home,2024-09-13,2029-03-09,225.22,Lapsed
11524,2376,POL-00011524,Health,2023-11-17,,366.56,Active
11525,1797,POL-00011525,Home,2024-09-18,2028-05-08,465.07,Cancelled
11526,8230,POL-00011526,Health,2024-04-28,2026-10-05,412.11,Lapsed
11527,244,POL-00011527,Home,2025-05-03,2029-12-22,336.08,Cancelled
11528,6741,POL-00011528,Health,2024-05-22,2026-05-31,263.67,Cancelled
11529,5089,POL-00011529,Auto,2025-10-21,2027-10-17,322.75,Lapsed
11530,4831,POL-00011530,Life,2023-09-03,2026-04-07,283.86,Active
11531,7547,POL-00011531,Health,2023-11-23,,379.92,Lapsed
11532,9901,POL-00011532,Auto,2024-08-10,2026-04-16,330.68,Cancelled
11533,4314,POL-00011533,Auto,2024-12-07,2027-03-17,229.67,Lapsed
11534,7298,POL-00011534,Health,2025-07-28,,93.41,Cancelled
11535,8233,POL-00011535,Life,2023-07-21,2024-10-16,380.25,Active
11536,4191,POL-00011536,Health,2024-01-04,2025-01-06,300.47,Active
11537,1443,POL-00011537,Health,2025-03-30,,342.14,Lapsed
11538,8389,POL-00011538,Home,2025-01-24,2028-12-16,166.29,Lapsed
11539,2796,POL-00011539,Health,2025-06-04,2030-01-02,412.98,Active
11540,4336,POL-00011540,Life,2025-08-04,2027-02-07,489.36,Cancelled
11541,9960,POL-00011541,Life,2024-06-24,,99.14,Cancelled
11542,7822,POL-00011542,Life,2024-05-17,2028-12-14,460.26,Lapsed
11543,6132,POL-00011543,Health,2025-05-20,2027-09-01,226.19,Active
11544,8253,POL-00011544,Home,2024-11-27,2028-07-15,60.62,Lapsed
11545,692,POL-00011545,Home,2024-06-25,,253.92,Active
11546,2672,POL-00011546,Life,2024-01-18,,403.75,Active
11547,1819,POL-00011547,Home,2025-01-11,,468.14,Lapsed
11548,8428,POL-00011548,Auto,2025-07-09,2029-12-23,333.33,Lapsed
11549,5424,POL-00011549,Auto,2026-01-06,2030-11-02,481.41,Cancelled
11550,2983,POL-00011550,Life,2024-03-11,2026-09-03,64.08,Lapsed
11551,8298,POL-00011551,Health,2025-09-09,,419.26,Lapsed
11552,9755,POL-00011552,Auto,2024-07-16,2028-09-21,494.48,Cancelled
11553,8403,POL-00011553,Life,2023-11-19,2026-11-21,120.45,Active
11554,9835,POL-00011554,Home,2025-08-17,2029-05-01,404.02,Active
11555,5980,POL-00011555,Life,2024-10-22,2027-08-07,460.97,Lapsed
11556,2230,POL-00011556,Home,2023-12-10,2026-09-28,182.49,Cancelled
11557,7409,POL-00011557,Home,2024-03-14,2028-06-09,99.79,Cancelled
11558,8258,POL-00011558,Health,2025-02-26,2027-07-19,343.38,Cancelled
11559,3862,POL-00011559,Health,2023-05-26,,334.34,Cancelled
11560,3531,POL-00011560,Home,2023-12-03,2024-12-09,331.89,Lapsed
11561,1402,POL-00011561,Life,2023-08-08,2026-08-06,443.88,Lapsed
11562,7048,POL-00011562,Home,2024-01-25,,447.75,Cancelled
11563,1957,POL-00011563,Health,2025-12-01,2027-08-16,81.76,Lapsed
11564,6933,POL-00011564,Health,2025-01-07,2029-02-21,382.57,Active
11565,8140,POL-00011565,Life,2023-12-22,2025-04-04,156.54,Active
11566,3484,POL-00011566,Health,2024-04-03,2028-02-24,242.36,Cancelled
11567,884,POL-00011567,Home,2024-02-08,2027-12-21,254.75,Active
11568,7478,POL-00011568,Life,2024-01-09,2026-06-20,458.54,Active
11569,5467,POL-00011569,Home,2025-01-10,2026-05-26,289.14,Cancelled
11570,6662,POL-00011570,Life,2024-01-15,2026-01-22,133.87,Cancelled
11571,7686,POL-00011571,Health,2023-09-19,2027-03-20,120.6,Lapsed
11572,6838,POL-00011572,Auto,2024-03-26,,444.92,Active
11573,1,POL-00011573,Life,2025-09-15,2029-10-29,127.66,Cancelled
11574,7389,POL-00011574,Auto,2026-01-20,2029-02-21,89.94,Active
11575,9649,POL-00011575,Life,2025-09-02,2030-07-21,304.59,Lapsed
11576,5550,POL-00011576,Auto,2024-03-16,2025-04-26,321.72,Active
11577,7000,POL-00011577,Life,2024-04-15,2026-09-25,72.66,Cancelled
11578,7746,POL-00011578,Auto,2023-08-04,2028-05-27,194.16,Lapsed
11579,6849,POL-00011579,Auto,2023-05-22,,430.59,Lapsed
11580,5479,POL-00011580,Home,2023-06-05,2025-11-18,333.26,Active
11581,7197,POL-00011581,Home,2023-04-11,,212.86,Active
11582,1877,POL-00011582,Home,2024-07-26,2028-06-12,488.46,Active
11583,9741,POL-00011583,Life,2025-02-28,,83.55,Lapsed
11584,5297,POL-00011584,Auto,2025-03-06,2026-11-21,116.1,Active
11585,4308,POL-00011585,Life,2025-01-22,2026-05-14,424.19,Cancelled
11586,9253,POL-00011586,Health,2025-03-30,,408.93,Lapsed
11587,1229,POL-00011587,Home,2026-01-28,2029-03-23,222.41,Lapsed
11588,199,POL-00011588,Auto,2023-06-26,2024-07-15,242.6,Lapsed
11589,982,POL-00011589,Health,2023-05-20,2026-05-15,92.97,Cancelled
11590,3754,POL-00011590,Home,2023-08-17,2026-03-03,59.9,Cancelled
11591,1594,POL-00011591,Life,2025-10-27,2027-01-18,254.45,Active
11592,4480,POL-00011592,Home,2024-03-27,2028-05-27,449.59,Active
11593,5264,POL-00011593,Home,2023-09-21,,135.57,Active
11594,4765,POL-00011594,Health,2023-03-21,,456.01,Lapsed
11595,2561,POL-00011595,Home,2023-08-07,2028-07-28,86.11,Active
11596,4269,POL-00011596,Auto,2023-08-16,2027-09-19,420.64,Active
11597,2267,POL-00011597,Health,2024-12-25,2029-02-26,109.96,Lapsed
11598,6061,POL-00011598,Home,2024-12-23,2029-07-17,128.52,Active
11599,8795,POL-00011599,Home,2024-11-09,2029-07-02,477.7,Lapsed
11600,8202,POL-00011600,Life,2023-05-11,2026-08-26,486.17,Cancelled
11601,4398,POL-00011601,Life,2024-12-28,2028-11-07,333.2,Lapsed
11602,7194,POL-00011602,Auto,2026-02-21,2028-05-06,445.17,Cancelled
11603,6141,POL-00011603,Health,2025-08-31,2029-12-20,243.03,Cancelled
11604,1700,POL-00011604,Home,2024-09-24,2027-02-05,317.47,Lapsed
11605,4207,POL-00011605,Life,2025-01-22,2026-02-01,258.3,Cancelled
11606,9061,POL-00011606,Life,2026-01-10,2029-11-03,168.0,Cancelled
11607,1016,POL-00011607,Home,2023-05-23,2025-09-12,76.26,Lapsed
11608,1877,POL-00011608,Life,2025-02-10,2027-12-17,464.3,Active
11609,2450,POL-00011609,Health,2025-06-20,,83.78,Active
11610,8318,POL-00011610,Home,2024-07-16,2028-12-28,499.87,Active
11611,8368,POL-00011611,Auto,2023-05-31,2027-06-23,370.33,Cancelled
11612,1595,POL-00011612,Home,2024-05-14,2025-09-03,100.64,Active
11613,4668,POL-00011613,Health,2026-01-25,,344.59,Lapsed
11614,4541,POL-00011614,Life,2025-07-09,2027-10-23,398.61,Cancelled
11615,2198,POL-00011615,Life,2024-03-05,2025-12-04,90.22,Cancelled
11616,1054,POL-00011616,Life,2025-07-12,,446.5,Active
11617,9311,POL-00011617,Life,2024-11-24,2029-09-29,355.63,Active
11618,6587,POL-00011618,Life,2023-03-23,2027-03-02,337.88,Active
11619,1161,POL-00011619,Health,2023-06-16,2024-12-13,185.02,Lapsed
11620,2829,POL-00011620,Auto,2024-08-09,2025-08-23,289.9,Cancelled
11621,8883,POL-00011621,Health,2025-12-04,2028-08-06,385.13,Active
11622,5052,POL-00011622,Home,2025-12-11,2029-06-09,124.5,Active
11623,8308,POL-00011623,Life,2024-09-01,2028-01-28,405.07,Cancelled
11624,3112,POL-00011624,Auto,2026-03-15,2028-10-06,303.66,Lapsed
11625,4708,POL-00011625,Auto,2024-03-13,2027-12-16,140.37,Lapsed
11626,6819,POL-00011626,Auto,2023-12-01,2028-04-27,375.02,Active
11627,7333,POL-00011627,Health,2024-12-31,2026-06-30,93.83,Active
11628,5227,POL-00011628,Home,2024-07-14,2029-03-25,193.28,Cancelled
11629,3593,POL-00011629,Home,2024-01-11,2028-01-28,191.16,Cancelled
11630,5685,POL-00011630,Auto,2023-12-16,2028-03-05,173.34,Cancelled
11631,328,POL-00011631,Health,2026-01-18,2029-06-19,441.93,Lapsed
11632,2202,POL-00011632,Home,2024-12-16,2029-06-13,415.64,Cancelled
11633,8789,POL-00011633,Auto,2025-12-12,,485.78,Active
11634,1578,POL-00011634,Auto,2025-08-27,2030-06-23,64.45,Cancelled
11635,9469,POL-00011635,Life,2025-02-03,2029-02-03,346.23,Cancelled
11636,7589,POL-00011636,Auto,2024-09-10,2027-10-04,150.49,Lapsed
11637,7676,POL-00011637,Health,2025-08-22,2028-12-01,265.33,Active
11638,2146,POL-00011638,Life,2023-08-18,2027-12-03,226.55,Active
11639,7961,POL-00011639,Auto,2023-09-24,,335.41,Active
11640,8118,POL-00011640,Home,2023-06-11,2024-08-07,212.35,Active
11641,2554,POL-00011641,Auto,2024-05-10,2027-10-19,130.95,Lapsed
11642,6326,POL-00011642,Home,2023-08-03,2026-01-26,126.1,Cancelled
11643,963,POL-00011643,Life,2023-12-16,,293.98,Cancelled
11644,4772,POL-00011644,Life,2023-08-14,2024-08-19,333.72,Cancelled
11645,6607,POL-00011645,Life,2025-04-11,2029-09-01,323.8,Active
11646,2385,POL-00011646,Auto,2025-12-05,2030-09-09,422.5,Cancelled
11647,3760,POL-00011647,Home,2024-07-19,2027-02-08,183.8,Active
11648,7838,POL-00011648,Life,2023-08-19,2026-04-23,480.9,Cancelled
11649,5675,POL-00011649,Health,2023-12-09,2026-11-24,386.63,Lapsed
11650,5115,POL-00011650,Health,2025-09-01,,61.16,Lapsed
11651,4771,POL-00011651,Auto,2025-12-12,2028-02-26,91.28,Cancelled
11652,6334,POL-00011652,Life,2023-05-22,2027-02-12,74.74,Active
11653,3617,POL-00011653,Home,2023-12-20,2025-01-20,165.77,Lapsed
11654,4355,POL-00011654,Home,2024-08-12,,386.85,Active
11655,6975,POL-00011655,Health,2024-04-05,,442.46,Cancelled
11656,429,POL-00011656,Life,2023-06-24,2024-07-06,388.69,Cancelled
11657,9162,POL-00011657,Auto,2025-07-07,2026-10-21,275.36,Cancelled
11658,8226,POL-00011658,Auto,2023-06-16,2025-03-30,173.98,Active
11659,7822,POL-00011659,Life,2024-12-31,2029-02-22,473.21,Lapsed
11660,7569,POL-00011660,Home,2023-05-28,,425.57,Lapsed
11661,6415,POL-00011661,Health,2024-03-28,2028-09-16,191.8,Cancelled
11662,7149,POL-00011662,Auto,2025-10-30,,196.13,Active
11663,735,POL-00011663,Life,2024-10-09,2027-07-31,391.49,Cancelled
11664,1105,POL-00011664,Life,2025-03-23,2028-03-09,80.39,Lapsed
11665,9578,POL-00011665,Home,2023-10-20,2025-08-07,248.51,Cancelled
11666,9877,POL-00011666,Life,2024-07-03,,91.73,Active
11667,8409,POL-00011667,Health,2023-03-23,2027-12-15,313.27,Cancelled
11668,3938,POL-00011668,Health,2025-08-05,,62.19,Active
11669,7161,POL-00011669,Life,2025-09-25,2028-07-01,473.38,Lapsed
11670,1282,POL-00011670,Home,2025-02-22,2029-11-16,196.77,Active
11671,9586,POL-00011671,Health,2024-12-22,2029-01-30,446.6,Active
11672,298,POL-00011672,Auto,2024-08-07,2026-12-15,447.75,Active
11673,6095,POL-00011673,Health,2025-10-28,2030-07-27,199.9,Cancelled
11674,9870,POL-00011674,Home,2024-05-05,,300.47,Active
11675,8832,POL-00011675,Health,2025-09-10,2027-08-14,463.18,Active
11676,4600,POL-00011676,Health,2023-12-12,2025-02-05,427.7,Active
11677,7124,POL-00011677,Auto,2023-12-05,2027-10-09,435.7,Lapsed
11678,1501,POL-00011678,Home,2025-06-01,2029-08-19,363.29,Lapsed
11679,5313,POL-00011679,Home,2025-01-26,2028-03-24,398.11,Lapsed
11680,5843,POL-00011680,Auto,2024-10-01,2028-11-07,82.27,Lapsed
11681,9161,POL-00011681,Life,2025-11-18,2028-02-26,416.52,Lapsed
11682,3323,POL-00011682,Health,2025-04-23,2027-04-20,202.71,Lapsed
11683,2721,POL-00011683,Health,2025-11-19,2029-10-30,483.77,Cancelled
11684,1304,POL-00011684,Home,2023-05-04,2026-03-05,416.53,Active
11685,1094,POL-00011685,Home,2023-07-22,,343.61,Cancelled
11686,3935,POL-00011686,Home,2025-07-12,2027-09-08,57.73,Cancelled
11687,6330,POL-00011687,Auto,2024-08-31,2029-04-22,121.87,Cancelled
11688,9657,POL-00011688,Health,2025-02-22,2030-01-13,211.41,Lapsed
11689,3723,POL-00011689,Health,2025-10-04,2029-05-06,215.37,Cancelled
11690,4863,POL-00011690,Auto,2024-03-12,,315.63,Lapsed
11691,6062,POL-00011691,Home,2025-10-24,,106.88,Lapsed
11692,9979,POL-00011692,Life,2024-06-03,2026-07-03,272.88,Lapsed
11693,9575,POL-00011693,Life,2025-09-02,2027-10-02,490.97,Active
11694,9720,POL-00011694,Life,2025-12-16,2028-12-24,120.1,Active
11695,6136,POL-00011695,Life,2024-08-22,2029-02-15,367.9,Active
11696,2771,POL-00011696,Life,2023-10-15,2025-03-08,166.67,Active
11697,6424,POL-00011697,Home,2025-06-05,,446.44,Cancelled
11698,7065,POL-00011698,Auto,2024-06-20,2026-07-13,467.48,Active
11699,177,POL-00011699,Life,2026-02-07,2030-08-17,455.45,Active
11700,1277,POL-00011700,Auto,2024-02-17,2029-01-18,159.86,Active
11701,3386,POL-00011701,Health,2025-12-15,2030-10-24,329.21,Cancelled
11702,2956,POL-00011702,Auto,2024-10-12,2027-11-09,376.73,Active
11703,2488,POL-00011703,Auto,2024-05-14,2025-10-17,96.73,Cancelled
11704,491,POL-00011704,Home,2024-05-14,2025-08-22,278.32,Cancelled
11705,9339,POL-00011705,Home,2024-02-06,2026-04-04,71.02,Cancelled
11706,1036,POL-00011706,Home,2024-11-15,2029-07-06,322.12,Cancelled
11707,9952,POL-00011707,Health,2023-12-25,2025-02-05,122.78,Cancelled
11708,2511,POL-00011708,Health,2024-04-30,2029-01-18,379.52,Cancelled
11709,1938,POL-00011709,Auto,2025-04-25,2027-06-16,393.99,Cancelled
11710,8509,POL-00011710,Health,2024-01-27,,294.05,Lapsed
11711,8282,POL-00011711,Auto,2024-01-07,2028-01-22,286.1,Lapsed
11712,7963,POL-00011712,Health,2025-09-30,2029-04-23,233.53,Lapsed
11713,9321,POL-00011713,Auto,2025-01-24,,177.67,Lapsed
11714,4480,POL-00011714,Home,2025-05-02,2030-01-04,204.97,Cancelled
11715,8678,POL-00011715,Health,2025-03-01,2027-09-11,62.71,Cancelled
11716,9565,POL-00011716,Home,2023-11-16,2027-07-09,63.18,Active
11717,9451,POL-00011717,Auto,2024-03-31,2027-05-03,165.04,Active
11718,2506,POL-00011718,Life,2025-06-23,2029-07-28,66.64,Lapsed
11719,7597,POL-00011719,Health,2025-08-24,2029-09-23,398.96,Active
11720,6581,POL-00011720,Home,2023-07-31,2027-12-24,389.48,Lapsed
11721,6417,POL-00011721,Life,2023-06-13,2026-07-20,237.46,Cancelled
11722,1748,POL-00011722,Life,2025-05-18,,160.91,Lapsed
11723,8828,POL-00011723,Life,2025-12-16,2028-07-05,195.96,Lapsed
11724,7450,POL-00011724,Home,2024-01-10,2025-12-27,458.19,Active
11725,3570,POL-00011725,Life,2025-11-20,2029-05-19,76.19,Cancelled
11726,1153,POL-00011726,Auto,2023-10-07,2026-10-11,491.21,Cancelled
11727,6190,POL-00011727,Health,2024-01-22,2029-01-01,181.12,Cancelled
11728,6946,POL-00011728,Health,2024-01-15,2028-10-11,170.66,Cancelled
