claim_id,policy_id,claim_date,claim_amount,claim_status,claim_type
2549,20176,2024-09-28,48959.01,Denied,Medical
2550,19328,2025-06-14,14885.48,Pending,Medical
2551,9315,2026-03-16,47974.93,Pending,Medical
2552,31394,2025-02-18,48809.92,Approved,Death
2553,8254,2024-08-16,10251.12,Approved,Theft
2554,31860,2025-11-25,16054.92,Approved,Medical
2555,39496,2025-06-23,48077.0,Approved,Death
2556,2971,2024-08-31,25400.32,Pending,Medical
2557,37609,2024-10-27,49749.76,Approved,Theft
2558,19965,2025-03-01,38600.42,Approved,Accident
2559,34583,2026-01-12,41249.91,Pending,Accident
2560,2343,2026-02-16,25656.43,Approved,Medical
2561,21048,2025-11-23,12697.31,Denied,Accident
2562,8501,2025-08-21,24043.52,Approved,Medical
2563,2833,2025-12-25,37422.53,Denied,Accident
2564,39090,2024-10-19,15543.47,Approved,Death
2565,28877,2024-11-21,40666.81,Pending,Medical
2566,2151,2025-08-19,32205.59,Approved,Accident
2567,39757,2024-09-06,38718.22,Denied,Death
2568,12847,2025-06-27,21500.31,Denied,Medical
2569,25590,2024-05-03,45882.29,Approved,Medical
2570,17116,2024-07-10,22237.31,Denied,Medical
2571,5954,2025-10-16,17641.9,Pending,Medical
2572,6442,2025-09-24,34427.19,Denied,Death
2573,1130,2025-06-18,11980.41,Pending,Medical
2574,27068,2026-03-13,25150.14,Pending,Accident
2575,25919,2024-05-22,37989.08,Denied,Theft
2576,30926,2024-08-23,30025.71,Pending,Accident
2577,38555,2025-11-25,41953.31,Approved,Death
2578,39034,2025-02-21,39592.12,Pending,Theft
2579,20345,2025-01-27,35481.05,Approved,Accident
2580,27086,2024-09-15,17499.46,Approved,Accident
2581,27153,2024-09-16,40138.9,Approved,Death
2582,16896,2024-12-10,19323.29,Denied,Death
2583,28202,2025-06-30,353.17,Approved,Theft
2584,1921,2024-03-29,26729.23,Denied,Accident
2585,3186,2024-04-11,21850.0,Pending,Accident
2586,34449,2024-11-29,10784.79,Pending,Death
2587,26723,2024-11-09,38431.04,Approved,Medical
2588,15471,2025-10-11,20500.51,Denied,Theft
2589,33137,2025-03-16,2107.77,Denied,Accident
2590,9664,2024-07-19,7942.85,Pending,Medical
2591,28628,2024-04-07,34292.62,Denied,Medical
2592,14517,2025-02-16,18775.1,Pending,Accident
2593,5338,2025-05-24,39255.65,Denied,Death
2594,23090,2025-02-25,36979.7,Pending,Medical
2595,29707,2024-10-16,24283.87,Denied,Medical
2596,8739,2025-10-19,33215.04,Pending,Medical
2597,10122,2024-04-02,27908.11,Denied,Theft
2598,39226,2026-01-24,24764.95,Denied,Theft
2599,5334,2025-02-03,19043.01,Approved,Death
2600,7287,2024-03-23,42211.01,Approved,Medical
2601,17424,2026-02-28,41532.89,Pending,Medical
2602,25805,2024-09-03,878.35,Approved,Accident
2603,23204,2024-05-17,49508.19,Pending,Death
2604,30588,2025-06-24,13457.1,Pending,Medical
2605,26308,2024-07-26,5910.54,Approved,Accident
2606,39296,2025-06-05,9260.76,Pending,Death
2607,33357,2026-02-16,34094.06,Approved,Death
2608,16025,2026-01-08,47102.97,Denied,Theft
2609,19833,2025-08-05,33093.07,Denied,Theft
2610,34928,2025-10-14,31238.81,Approved,Theft
2611,28041,2025-02-25,1788.91,Denied,Accident
2612,10450,2024-07-11,23526.19,Approved,Death
2613,28740,2024-12-25,7299.72,Denied,Medical
2614,25087,2025-08-19,6570.17,Approved,Medical
2615,11123,2024-12-22,29608.95,Denied,Medical
2616,8985,2025-12-19,11444.09,Approved,Medical
2617,32083,2025-06-02,3733.48,Approved,Medical
2618,8161,2024-06-13,20924.01,Approved,Theft
2619,2593,2024-09-24,23097.16,Approved,Medical
2620,19526,2024-11-02,4040.59,Approved,Theft
2621,28493,2025-09-05,35556.19,Pending,Accident
2622,27399,2025-09-03,33598.18,Pending,Death
2623,23702,2024-08-08,18931.39,Pending,Medical
2624,2033,2025-07-21,1606.46,Pending,Theft
2625,27759,2025-11-14,34619.47,Approved,Medical
2626,27576,2026-01-25,20396.67,Denied,Accident
2627,27696,2024-12-09,11352.07,Approved,Death
2628,31420,2024-08-10,2146.17,Approved,Accident
2629,11111,2024-06-07,11206.27,Approved,Accident
2630,17587,2025-07-01,30555.85,Denied,Medical
2631,8011,2025-07-12,2830.29,Denied,Theft
2632,25937,2024-11-17,7802.37,Denied,Accident
2633,19674,2024-12-22,15253.59,Denied,Theft
2634,15445,2024-09-13,45474.91,Denied,Death
2635,37308,2025-03-12,9406.74,Pending,Theft
2636,14103,2025-07-17,1128.91,Denied,Accident
2637,39250,2025-01-30,37902.12,Approved,Medical
2638,18920,2025-09-25,23370.55,Pending,Medical
2639,29766,2024-09-01,48498.05,Denied,Medical
2640,38947,2024-05-01,31058.12,Denied,Accident
2641,16424,2024-08-18,640.95,Denied,Accident
2642,19750,2024-04-16,9571.63,Denied,Death
2643,16822,2026-01-20,36291.77,Approved,Death
2644,28485,2025-12-24,47890.39,Denied,Medical
2645,14704,2024-07-17,9776.37,Denied,Death
2646,15175,2024-05-30,33789.47,Approved,Death
2647,28407,2025-06-29,46829.61,Pending,Medical
2648,1013,2025-01-25,3689.97,Approved,Death
2649,39380,2025-10-22,743.93,Approved,Accident
2650,37316,2025-08-18,26103.79,Pending,Death
2651,5607,2025-09-23,16040.65,Approved,Medical
2652,12161,2024-10-02,38002.22,Approved,Theft
2653,33233,2025-08-03,37555.49,Denied,Theft
2654,5603,2026-02-28,28791.41,Pending,Theft
2655,13879,2024-08-24,2196.09,Pending,Death
2656,26193,2025-06-26,38673.2,Denied,Death
2657,25271,2024-03-22,38757.66,Pending,Accident
2658,35575,2025-04-09,3271.28,Denied,Theft
2659,29732,2025-04-06,28109.06,Denied,Accident
2660,22368,2024-03-25,732.1,Denied,Theft
2661,25722,2025-07-15,17066.32,Approved,Theft
2662,10304,2024-05-30,10427.74,Approved,Accident
2663,6264,2024-12-14,6240.87,Approved,Accident
2664,24207,2024-12-23,44026.76,Approved,Theft
2665,15373,2026-02-19,9084.15,Pending,Accident
2666,14724,2024-10-04,39745.32,Approved,Medical
2667,10289,2026-01-23,9837.85,Denied,Theft
2668,17593,2025-10-24,37930.39,Approved,Accident
2669,12697,2024-06-18,33629.23,Denied,Accident
2670,16309,2024-10-25,11094.18,Pending,Accident
2671,12658,2024-05-08,42652.76,Approved,Death
2672,3803,2024-11-22,43948.69,Denied,Theft
2673,27490,2024-10-26,49680.08,Approved,Death
2674,9457,2025-06-15,1947.74,Pending,Accident
2675,13550,2024-08-10,45528.72,Denied,Theft
2676,30908,2024-10-14,31301.99,Approved,Death
2677,34066,2025-09-07,18430.95,Approved,Accident
2678,13466,2026-01-11,9921.24,Denied,Death
2679,37528,2025-07-31,16232.66,Denied,Theft
2680,30612,2024-12-30,23534.39,Approved,Accident
2681,18121,2025-07-13,38928.23,Denied,Accident
2682,11930,2024-04-17,37049.34,Approved,Death
2683,11865,2024-07-21,5448.05,Denied,Death
2684,39338,2025-09-20,1774.15,Pending,Medical
2685,15783,2024-07-30,31221.46,Pending,Death
2686,16586,2025-05-16,12780.41,Denied,Death
2687,26756,2025-03-03,13094.64,Pending,Medical
2688,34817,2024-03-20,30989.62,Denied,Theft
2689,33251,2024-08-24,37452.34,Denied,Accident
2690,22790,2024-11-20,41113.79,Denied,Accident
2691,24267,2025-05-26,19232.61,Pending,Death
2692,30031,2025-04-15,36433.03,Pending,Medical
2693,29863,2026-01-24,7462.1,Denied,Theft
2694,35912,2024-08-21,20011.09,Pending,Medical
2695,21290,2024-11-07,12702.88,Denied,Medical
2696,32254,2025-01-30,8304.84,Denied,Death
2697,9177,2026-03-01,46438.68,Approved,Death
2698,30639,2025-02-07,19011.56,Pending,Accident
2699,17118,2025-11-06,27174.49,Approved,Accident
2700,5854,2025-06-10,47968.26,Denied,Death
2701,25282,2024-05-14,36337.8,Approved,Theft
2702,16522,2026-03-12,36979.77,Denied,Death
2703,7348,2024-06-08,29819.2,Pending,Death
2704,35242,2025-02-05,32730.57,Denied,Death
2705,21601,2025-09-14,14806.24,Approved,Theft
2706,33870,2025-10-14,6987.81,Denied,Medical
2707,36004,2024-11-13,41588.39,Approved,Theft
2708,10230,2026-01-28,48655.52,Denied,Theft
2709,27826,2025-01-10,9833.28,Pending,Death
2710,18083,2024-12-24,19031.48,Pending,Accident
2711,39078,2024-09-11,18653.67,Denied,Medical
2712,5671,2025-08-16,31496.25,Pending,Accident
2713,26905,2024-12-21,7878.47,Approved,Theft
2714,34391,2025-10-29,33125.73,Denied,Medical
2715,3731,2025-03-27,30322.86,Pending,Medical
2716,13185,2024-06-08,3943.18,Pending,Theft
2717,36265,2025-03-20,9764.23,Denied,Medical
2718,26723,2024-05-31,6100.56,Denied,Accident
2719,19728,2025-10-27,9564.67,Pending,Accident
2720,8590,2024-09-07,47334.82,Pending,Death
2721,9541,2026-03-12,41406.83,Pending,Medical
2722,26759,2024-10-17,15344.99,Denied,Theft
2723,16063,2025-09-30,25536.25,Denied,Medical
2724,35485,2025-06-08,13239.89,Denied,Accident
2725,32871,2026-03-20,44939.83,Denied,Accident
2726,35597,2025-06-02,23539.85,Pending,Accident
2727,11594,2024-07-10,42386.19,Pending,Accident
2728,35145,2024-10-21,594.02,Approved,Theft
2729,15783,2025-09-01,47045.34,Denied,Medical
2730,23446,2024-04-05,38799.65,Pending,Medical
2731,34933,2026-02-28,35067.07,Pending,Death
2732,25054,2024-05-02,1227.6,Denied,Death
2733,1190,2025-05-18,5432.75,Approved,Medical
2734,13420,2025-07-08,29969.35,Approved,Death
2735,7978,2025-01-18,49126.79,Approved,Accident
2736,39950,2025-02-09,9991.99,Pending,Death
2737,18251,2025-06-03,17991.92,Denied,Accident
2738,14761,2026-01-16,34757.61,Approved,Medical
2739,34388,2024-04-20,29790.5,Denied,Theft
2740,23242,2024-07-30,9981.69,Pending,Death
2741,32267,2024-12-09,24021.14,Approved,Medical
2742,12327,2025-07-02,18139.77,Pending,Medical
2743,9780,2024-12-17,4965.02,Approved,Theft
2744,16758,2024-09-22,880.92,Approved,Death
2745,15820,2025-04-24,16684.44,Approved,Death
2746,17894,2024-10-20,12346.21,Denied,Death
2747,2759,2025-09-11,43834.68,Approved,Theft
2748,1270,2024-10-05,39458.31,Denied,Medical
2749,15103,2024-03-27,47513.99,Denied,Death
2750,21488,2024-11-25,4294.11,Approved,Death
2751,7091,2025-09-06,25858.59,Approved,Accident
2752,30296,2025-09-07,5686.25,Denied,Theft
2753,26706,2026-01-27,29607.98,Approved,Theft
2754,12246,2025-03-18,23503.31,Denied,Theft
2755,885,2024-11-11,23696.42,Pending,Theft
2756,23872,2025-07-21,8918.63,Approved,Theft
2757,1522,2024-09-24,25944.45,Pending,Death
2758,3971,2025-08-23,37664.34,Pending,Medical
2759,10332,2024-05-13,29773.52,Pending,Accident
2760,3733,2025-08-14,12385.27,Approved,Death
2761,12220,2025-08-14,32655.06,Approved,Death
2762,21575,2026-02-07,46686.39,Denied,Accident
2763,34700,2025-07-10,44922.19,Denied,Death
2764,14682,2025-11-20,28782.57,Pending,Theft
2765,26300,2025-02-02,15283.81,Pending,Medical
2766,949,2024-09-24,25256.05,Pending,Medical
2767,35044,2026-02-22,14391.91,Denied,Theft
2768,33646,2025-02-14,43978.39,Approved,Accident
2769,21103,2025-01-16,18261.27,Pending,Accident
2770,20872,2025-06-13,17622.48,Denied,Theft
2771,6928,2025-06-12,13590.47,Denied,Theft
2772,32487,2024-07-28,9263.97,Approved,Death
2773,31704,2024-08-23,33891.23,Approved,Medical
2774,31786,2025-06-28,46216.91,Denied,Theft
2775,23688,2025-02-09,3282.87,Approved,Theft
2776,39954,2024-04-24,22074.97,Denied,Theft
2777,33437,2026-03-18,47735.67,Approved,Accident
2778,34748,2024-12-07,49945.57,Denied,Death
2779,8608,2024-08-20,4322.53,Denied,Accident
2780,23673,2025-01-01,42027.05,Pending,Theft
2781,15562,2024-05-11,10654.06,Pending,Accident
2782,36323,2025-09-29,48634.55,Pending,Theft
2783,26812,2025-04-16,31289.47,Approved,Theft
2784,28110,2024-08-13,14270.43,Pending,Theft
2785,30580,2025-05-26,1496.86,Pending,Theft
2786,18742,2025-02-18,44326.04,Pending,Accident
2787,36626,2024-04-13,27415.43,Approved,Death
2788,13504,2025-01-11,45168.53,Pending,Theft
2789,4595,2026-01-12,4480.47,Denied,Medical
2790,24573,2024-08-21,12818.99,Pending,Theft
2791,3523,2024-07-29,8292.62,Denied,Death
2792,36042,2025-05-02,9166.61,Pending,Death
2793,18089,2026-01-09,16430.23,Denied,Theft
2794,32716,2025-05-22,38319.71,Approved,Medical
2795,7948,2025-09-08,634.73,Denied,Theft
2796,17268,2025-10-01,17766.98,Pending,Death
2797,23836,2024-10-10,17911.23,Approved,Medical
2798,13763,2025-11-08,15742.59,Approved,Death
2799,27577,2025-11-05,21347.03,Denied,Death
2800,18919,2024-04-21,4811.9,Pending,Theft
2801,5910,2024-10-24,14431.9,Denied,Medical
2802,12101,2025-03-19,39920.92,Denied,Medical
2803,7177,2025-02-24,7774.19,Approved,Death
2804,14431,2026-02-20,32536.41,Approved,Death
2805,15813,2025-01-14,3363.15,Approved,Death
2806,19240,2025-08-18,48141.2,Approved,Theft
2807,9737,2025-10-25,23989.36,Denied,Accident
2808,1715,2026-01-13,22608.89,Denied,Accident
2809,23043,2024-09-05,40923.64,Approved,Medical
2810,11226,2024-08-03,36405.41,Approved,Theft
2811,31185,2025-03-23,17551.6,Pending,Death
2812,12935,2024-04-15,41727.87,Approved,Accident
2813,18822,2024-08-10,21859.29,Pending,Theft
2814,37476,2025-10-26,7912.56,Approved,Accident
2815,4315,2024-07-28,37971.76,Approved,Accident
2816,12168,2024-08-05,30425.45,Pending,Accident
2817,9218,2025-06-17,22378.18,Denied,Accident
2818,34613,2024-10-13,29855.2,Denied,Medical
2819,34446,2025-10-04,24650.74,Denied,Accident
2820,37590,2025-03-03,13820.66,Denied,Medical
2821,31112,2025-02-13,41113.71,Denied,Death
2822,11751,2026-01-19,46043.68,Pending,Death
2823,7836,2024-08-11,39233.02,Pending,Theft
2824,20217,2024-08-10,14773.97,Pending,Accident
2825,12476,2026-02-22,13500.66,Approved,Accident
2826,22321,2025-09-27,422.74,Pending,Death
2827,2594,2026-01-31,40601.99,Pending,Medical
2828,13705,2024-05-01,14313.68,Approved,Death
2829,23069,2026-01-13,15376.54,Approved,Accident
2830,285,2025-10-03,6763.83,Approved,Medical
2831,36379,2024-09-08,25220.06,Approved,Medical
2832,24534,2024-10-06,45295.72,Denied,Theft
2833,19619,2024-08-26,24324.69,Denied,Accident
2834,35995,2025-03-27,32534.11,Denied,Death
2835,11916,2025-03-10,17997.33,Pending,Theft
2836,17331,2024-08-21,23789.72,Denied,Death
2837,8848,2025-01-07,25606.64,Pending,Death
2838,24697,2024-10-15,42785.09,Denied,Accident
2839,13168,2026-01-31,1817.69,Pending,Death
2840,15018,2026-01-26,46707.03,Pending,Accident
2841,27142,2026-03-19,41970.07,Pending,Theft
2842,39933,2024-09-16,40893.52,Pending,Theft
2843,5706,2025-05-22,35680.74,Denied,Theft
2844,28910,2024-09-12,25159.16,Pending,Accident
2845,21238,2024-04-18,37948.38,Pending,Accident
2846,37068,2026-03-11,26751.6,Pending,Accident
2847,12622,2026-01-28,19363.31,Denied,Medical
2848,13145,2025-08-10,24074.82,Denied,Medical
2849,3775,2024-04-13,30020.46,Approved,Theft
2850,26641,2025-07-11,24076.1,Pending,Death
2851,16961,2024-11-16,45982.46,Approved,Theft
2852,8576,2024-11-15,39871.28,Pending,Death
2853,36432,2025-11-30,25922.92,Approved,Theft
2854,12236,2024-09-28,38292.96,Denied,Theft
2855,27178,2024-04-14,32713.22,Approved,Accident
2856,31861,2024-12-25,37307.17,Approved,Death
2857,19478,2024-04-19,33686.45,Pending,Theft
2858,25401,2026-01-10,12595.63,Pending,Death
2859,5666,2024-10-02,32030.63,Approved,Theft
2860,2660,2025-11-01,37828.37,Pending,Death
2861,34606,2024-09-18,22647.81,Pending,Medical
2862,9220,2024-04-19,33259.36,Pending,Death
2863,3173,2025-01-11,22043.26,Approved,Theft
2864,4101,2024-10-24,21936.23,Approved,Theft
2865,23391,2025-05-09,792.39,Denied,Death
2866,27448,2025-11-03,47703.81,Approved,Accident
2867,25577,2025-02-08,10692.14,Denied,Accident
2868,39189,2024-11-18,28855.93,Approved,Death
2869,16327,2025-02-14,24148.52,Approved,Death
2870,22138,2024-10-18,6807.9,Pending,Death
2871,37997,2025-01-28,917.57,Pending,Accident
2872,39638,2024-10-03,39536.44,Pending,Medical
2873,1053,2025-01-17,35707.87,Denied,Death
2874,28353,2024-09-08,41976.08,Pending,Medical
2875,36160,2025-02-23,27513.56,Denied,Accident
2876,21931,2026-03-18,46650.39,Pending,Medical
2877,32203,2025-07-05,21061.31,Denied,Accident
2878,12732,2025-08-21,18386.58,Pending,Accident
2879,26841,2025-08-28,45371.66,Denied,Medical
2880,12338,2025-10-22,37873.03,Pending,Death
2881,15954,2025-08-11,3797.94,Pending,Accident
2882,15543,2026-03-08,48768.11,Pending,Theft
2883,28795,2025-01-28,26019.1,Denied,Medical
2884,33244,2026-01-04,41361.79,Pending,Death
2885,17985,2025-08-07,6728.77,Approved,Accident
2886,35323,2024-09-10,31184.67,Pending,Theft
2887,27179,2024-12-30,5842.24,Denied,Medical
2888,15264,2025-05-25,49617.74,Denied,Theft
2889,8760,2025-07-30,33687.43,Pending,Accident
2890,34454,2024-09-13,5454.66,Denied,Medical
2891,16181,2025-01-08,18306.81,Denied,Accident
2892,3601,2025-07-16,20435.77,Pending,Medical
2893,4041,2025-03-31,25822.47,Approved,Accident
2894,13184,2024-09-21,39815.09,Pending,Theft
2895,27160,2025-07-03,42573.1,Denied,Medical
2896,5944,2025-01-03,25162.51,Denied,Theft
2897,35410,2025-10-11,33818.76,Pending,Medical
2898,31399,2025-12-15,32953.19,Approved,Theft
2899,19246,2024-05-06,23189.95,Pending,Accident
2900,35675,2025-03-16,27558.21,Pending,Accident
2901,15043,2025-10-28,43382.07,Denied,Theft
2902,34859,2024-06-24,41285.82,Approved,Death
2903,5373,2025-11-20,16436.21,Denied,Medical
2904,8170,2024-04-29,19895.25,Pending,Theft
2905,23941,2025-06-23,46703.67,Denied,Death
2906,27990,2025-03-26,44593.37,Approved,Medical
2907,16467,2024-11-28,15801.46,Denied,Medical
2908,31847,2025-04-29,4036.95,Pending,Death
2909,15003,2025-09-02,12307.67,Pending,Accident
2910,30000,2025-07-22,3460.83,Pending,Medical
2911,37569,2025-05-09,24104.87,Pending,Theft
2912,22844,2024-11-30,19057.1,Pending,Theft
2913,1592,2025-04-04,25548.97,Pending,Theft
2914,25940,2025-06-02,21288.14,Approved,Medical
2915,30140,2025-11-24,38452.81,Approved,Medical
2916,17841,2024-09-13,29588.91,Pending,Death
2917,26427,2025-10-25,21047.72,Denied,Accident
2918,33150,2025-01-30,18716.63,Approved,Accident
2919,20700,2026-03-16,49865.82,Approved,Medical
2920,25039,2024-07-14,6847.29,Pending,Accident
2921,9016,2025-10-03,31466.43,Denied,Death
2922,9928,2024-03-26,38430.91,Approved,Accident
2923,37874,2025-12-04,32122.88,Denied,Death
2924,34420,2025-07-20,15549.99,Pending,Theft
2925,1134,2024-05-16,39967.67,Denied,Theft
2926,15668,2025-12-30,31860.98,Approved,Theft
2927,23485,2026-02-26,17280.66,Denied,Medical
2928,2191,2025-01-01,49871.44,Pending,Medical
2929,20110,2024-05-14,30750.38,Denied,Medical
2930,13119,2024-07-15,4551.41,Approved,Medical
2931,12258,2025-12-13,35468.42,Denied,Accident
2932,3050,2024-11-26,42906.64,Denied,Accident
2933,36166,2024-04-02,16769.43,Approved,Death
2934,19602,2024-11-22,12175.19,Denied,Theft
2935,11251,2024-06-26,21222.1,Pending,Theft
2936,27787,2025-11-12,25380.78,Approved,Theft
2937,22424,2025-07-01,25844.59,Approved,Theft
2938,26433,2024-10-27,30546.56,Pending,Accident
2939,25172,2024-11-18,44135.79,Approved,Medical
2940,18612,2025-05-10,2433.86,Denied,Accident
2941,27957,2024-08-03,29476.14,Pending,Theft
2942,12172,2024-07-20,19873.18,Denied,Medical
2943,26556,2025-01-28,36864.91,Approved,Accident
2944,25318,2025-07-26,37278.34,Pending,Medical
2945,17875,2025-08-13,726.21,Denied,Death
2946,17330,2024-10-14,25970.92,Denied,Accident
2947,3226,2025-10-21,2182.8,Approved,Accident
2948,7097,2025-09-26,42543.99,Approved,Medical
2949,35284,2025-09-06,21315.35,Pending,Death
2950,21362,2025-04-11,29912.16,Pending,Medical
2951,25460,2025-11-14,26238.02,Denied,Death
2952,36547,2026-01-21,25934.63,Approved,Medical
2953,13391,2024-04-06,32989.93,Denied,Death
2954,8046,2025-08-23,6878.71,Pending,Accident
2955,22511,2024-05-27,34921.29,Approved,Accident
2956,6156,2024-05-04,48834.08,Approved,Theft
2957,7964,2025-09-16,29259.95,Approved,Accident
2958,1003,2025-08-23,36917.86,Approved,Death
2959,10022,2024-11-17,21989.93,Pending,Medical
2960,23387,2024-03-31,24451.71,Pending,Accident
2961,24122,2024-06-22,21948.15,Pending,Theft
2962,10993,2025-01-11,43625.64,Denied,Death
2963,17487,2025-06-05,23921.15,Denied,Accident
2964,27564,2024-12-01,22915.91,Pending,Accident
2965,35830,2026-02-21,49741.61,Pending,Medical
2966,1909,2024-05-27,48857.9,Denied,Accident
2967,29354,2026-03-14,22831.66,Denied,Accident
2968,2742,2025-10-03,6836.66,Pending,Accident
2969,24907,2025-09-24,1434.7,Denied,Death
2970,12007,2025-03-14,46848.73,Pending,Medical
2971,25047,2025-07-29,35971.01,Pending,Death
2972,16581,2026-01-25,39001.24,Pending,Accident
2973,16086,2025-06-14,48390.03,Pending,Medical
2974,32136,2024-05-20,7865.94,Approved,Accident
2975,2916,2025-04-26,44085.2,Pending,Medical
2976,18905,2025-11-23,37081.7,Denied,Theft
2977,21320,2024-11-09,4668.89,Denied,Medical
2978,5652,2024-09-11,40978.69,Denied,Medical
2979,34432,2025-08-03,27843.97,Approved,Medical
2980,26393,2025-04-26,37284.44,Approved,Medical
2981,22558,2025-11-11,14340.58,Approved,Accident
2982,17084,2024-08-11,3175.33,Denied,Theft
2983,7635,2025-10-09,42133.15,Approved,Accident
2984,2644,2025-08-08,18875.84,Pending,Death
2985,18120,2025-08-26,48263.4,Approved,Death
2986,1747,2025-08-29,13996.07,Pending,Medical
2987,18420,2025-06-08,13437.79,Denied,Medical
2988,16887,2024-08-07,30366.69,Approved,Theft
2989,5836,2025-10-02,18846.63,Approved,Theft
2990,26149,2024-10-11,16223.74,Pending,Theft
2991,13110,2025-08-10,33898.59,Approved,Theft
2992,23326,2025-05-24,10127.13,Pending,Accident
2993,28994,2025-07-21,2753.17,Pending,Death
2994,21083,2025-11-07,16335.23,Approved,Medical
2995,23761,2025-03-18,30503.68,Approved,Accident
2996,16950,2025-05-26,2974.9,Pending,Accident
2997,6994,2026-02-18,39592.13,Denied,Death
2998,34965,2024-10-19,31406.93,Approved,Death
2999,4748,2024-09-15,47152.92,Pending,Theft
3000,15117,2026-02-13,14062.9,Pending,Accident
3001,27014,2025-07-15,26119.45,Approved,Death
3002,10858,2025-02-08,37744.09,Pending,Death
3003,23132,2024-11-08,21188.8,Approved,Theft
3004,39036,2024-03-27,14060.83,Pending,Death
3005,16325,2025-01-29,7614.01,Pending,Accident
3006,22893,2025-06-12,17984.04,Pending,Medical
3007,39031,2025-01-29,42219.43,Denied,Accident
3008,16510,2025-10-30,8015.99,Approved,Accident
3009,36588,2024-05-14,37605.03,Pending,Accident
3010,29996,2024-07-12,35856.62,Denied,Theft
3011,22649,2024-05-25,13705.32,Denied,Death
3012,32178,2024-10-15,44380.38,Approved,Theft
3013,20238,2025-03-15,36932.34,Pending,Accident
3014,27670,2025-11-15,21307.06,Pending,Death
3015,10323,2025-04-03,4946.57,Pending,Death
3016,3311,2024-11-16,25355.03,Approved,Theft
3017,4096,2025-07-10,32200.79,Denied,Medical
3018,13630,2024-07-18,23910.58,Approved,Medical
3019,30022,2026-01-23,16317.5,Denied,Theft
3020,3403,2024-12-08,46895.26,Pending,Medical
3021,16980,2024-08-21,34296.0,Approved,Medical
3022,37623,2025-09-04,9774.96,Denied,Accident
3023,16876,2024-06-24,14483.66,Pending,Death
3024,39953,2025-09-25,47904.53,Pending,Death
3025,6196,2026-01-02,197.67,Denied,Theft
3026,22096,2024-12-13,29320.57,Approved,Death
3027,16742,2024-03-21,317.57,Denied,Accident
3028,30912,2024-04-24,45771.4,Approved,Death
3029,38605,2024-05-25,29870.31,Pending,Accident
3030,16504,2024-11-28,36566.75,Pending,Theft
3031,7685,2024-10-16,103.59,Denied,Theft
3032,15309,2026-02-07,38908.32,Approved,Medical
3033,6441,2025-03-14,28732.07,Denied,Death
3034,23999,2024-07-11,35388.19,Pending,Medical
3035,104,2026-03-12,41233.89,Denied,Accident
3036,38279,2025-12-21,25330.07,Denied,Theft
3037,26885,2025-10-17,36776.65,Pending,Death
3038,6792,2025-05-05,29743.02,Approved,Death
3039,13336,2025-10-27,38361.35,Pending,Accident
3040,22953,2024-04-27,31084.32,Denied,Accident
3041,9236,2024-09-08,23498.53,Denied,Theft
3042,2831,2024-08-24,30608.59,Pending,Accident
3043,16076,2025-08-12,41822.88,Approved,Accident
3044,27707,2025-08-15,34959.28,Pending,Theft
3045,23193,2025-09-08,28343.5,Pending,Theft
3046,2106,2026-03-04,44346.51,Approved,Accident
3047,33936,2025-08-28,7297.59,Denied,Medical
3048,28255,2025-04-19,43572.28,Denied,Theft
3049,20089,2025-05-15,1306.45,Pending,Medical
3050,785,2024-11-18,5159.47,Pending,Medical
3051,15371,2026-02-26,31034.81,Approved,Medical
3052,33531,2024-07-21,43766.11,Denied,Accident
3053,14148,2024-07-25,36148.12,Denied,Accident
3054,560,2024-04-23,17489.0,Pending,Accident
3055,11255,2025-08-27,41915.38,Approved,Theft
3056,10362,2025-01-18,47289.47,Approved,Death
3057,5015,2024-07-11,20574.25,Pending,Death
3058,4516,2024-07-21,15901.73,Denied,Accident
3059,37430,2024-11-18,23430.1,Pending,Medical
3060,34017,2025-02-16,39003.07,Approved,Death
3061,21739,2025-03-26,46492.63,Denied,Accident
3062,34849,2026-01-01,16987.35,Approved,Death
3063,27880,2024-11-07,46816.72,Approved,Death
3064,26903,2025-04-09,17349.91,Approved,Medical
3065,37303,2024-06-28,10119.42,Denied,Death
3066,1034,2025-06-30,33108.19,Approved,Medical
3067,11030,2025-03-05,24318.39,Denied,Death
3068,15835,2025-10-08,22692.84,Approved,Medical
3069,24012,2025-02-08,4311.66,Denied,Medical
3070,1328,2024-06-15,16438.97,Approved,Accident
3071,7377,2025-07-05,14782.13,Approved,Medical
3072,17017,2024-11-25,14194.37,Approved,Theft
3073,32459,2026-01-06,19417.41,Pending,Medical
3074,12100,2024-09-26,12554.15,Pending,Accident
3075,16624,2025-04-08,44895.97,Pending,Accident
3076,4743,2024-07-13,20717.54,Pending,Death
3077,21557,2025-08-18,41538.1,Denied,Death
3078,8934,2025-06-24,14306.75,Approved,Accident
3079,6474,2025-05-04,29544.94,Pending,Accident
3080,4433,2025-11-18,16969.5,Pending,Death
3081,12571,2026-01-11,48333.46,Pending,Accident
3082,14200,2026-01-20,19065.85,Approved,Accident
3083,37483,2026-02-12,19024.99,Pending,Theft
3084,409,2025-08-25,41460.56,Pending,Accident
3085,8978,2024-09-30,45835.6,Denied,Accident
3086,30046,2025-03-17,39252.36,Denied,Accident
3087,21370,2024-08-08,25087.25,Denied,Death
3088,8797,2025-12-09,2419.33,Denied,Medical
3089,3607,2025-07-22,15982.46,Pending,Theft
3090,3717,2024-04-18,16102.47,Pending,Accident
3091,39371,2024-06-16,8818.79,Pending,Medical
